School Division/Independent School,Code,School Name,Year,SE,Nursery,Kindergarten,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Total
Winnipeg,1496,Gladstone School,2018,0,19,28,22,20,26,22,22,20,0,0,0,0,0,0,179
Winnipeg,1196,Glenelm School,2018,0,16,12,19,18,22,16,18,6,0,0,0,0,0,0,127
Winnipeg,1440,Gordon Bell High,2018,46,0,0,0,0,0,0,0,0,70,63,77,133,140,206,735
Winnipeg,1218,Grant Park High,2018,18,0,0,0,0,0,0,0,0,199,172,229,221,227,237,1303
Winnipeg,1431,Greenway School,2018,0,46,55,62,59,54,68,62,63,0,0,0,0,0,0,469
Winnipeg,1330,Grosvenor School,2018,0,14,21,24,22,25,24,23,22,0,0,0,0,0,0,175
Winnipeg,1001,Harrow School,2018,0,32,26,23,25,21,15,24,21,0,0,0,0,0,0,187
Winnipeg,1625,Hugh John Macdonald School,2018,0,0,0,0,0,0,0,0,0,98,94,99,0,0,0,291
Winnipeg,1397,Inkster School,2018,12,24,33,27,38,36,29,34,26,0,0,0,0,0,0,259
Winnipeg,1211,Interdivisional Student Services,2018,3,0,0,0,0,0,0,0,0,0,0,1,1,4,12,21
Winnipeg,1569,Isaac Brock School,2018,14,21,48,36,52,30,26,25,35,26,31,16,0,0,0,360
Winnipeg,1331,Isaac Newton School,2018,0,0,0,0,0,0,0,0,0,99,108,93,0,0,0,300
Winnipeg,1120,J. B. Mitchell School,2018,0,48,57,59,62,59,53,48,49,0,0,0,0,0,0,435
Winnipeg,1814,John M. King School,2018,0,25,43,44,32,47,36,43,45,0,0,0,0,0,0,315
Winnipeg,1665,Kent Road School,2018,0,13,37,41,37,39,37,47,42,0,0,0,0,0,0,293
Winnipeg,1210,King Edward Community School,2018,0,32,38,34,29,32,39,46,34,0,0,0,0,0,0,284
Winnipeg,1812,Laura Secord School,2018,0,27,70,68,68,66,80,70,66,0,0,0,0,0,0,515
Winnipeg,1695,Lord Nelson School,2018,0,38,49,52,60,49,62,50,54,0,0,0,0,0,0,414
Winnipeg,1392,Lord Roberts Community School,2018,0,25,30,39,36,35,29,35,24,0,0,0,0,0,0,253
Winnipeg,1137,Lord Selkirk School,2018,0,29,52,54,49,46,41,45,33,0,0,0,0,0,0,349
Winnipeg,1479,Luxton School,2018,0,29,33,48,37,31,39,36,30,0,0,0,0,0,0,283
Winnipeg,1822,Machray School,2018,0,32,44,35,32,23,34,21,27,0,0,0,0,0,0,248
Winnipeg,1966,Meadows West School,2018,0,39,61,58,58,62,72,70,59,66,90,0,0,0,0,635
Winnipeg,1306,Montcalm School,2018,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,4
Winnipeg,1745,Montrose School,2018,0,29,28,40,36,29,39,41,39,0,0,0,0,0,0,281
Winnipeg,1866,Mulvey School,2018,1,26,56,41,50,52,37,48,61,0,0,0,0,0,0,372
Winnipeg,2079,Niji Mahkwa School,2018,0,22,29,26,33,40,27,32,27,32,48,7,16,6,7,352
Winnipeg,1685,Norquay School,2018,0,24,30,32,25,35,22,28,24,0,0,0,0,0,0,220
Winnipeg,1025,Pinkham School,2018,0,14,27,32,14,19,22,18,29,0,0,0,0,0,0,175
Winnipeg,2077,Prairie Rose Elementary School,2018,0,31,54,44,43,30,25,37,24,0,0,0,0,0,0,288
Winnipeg,1293,Principal Sparling School,2018,0,22,27,24,42,33,43,31,26,0,0,0,0,0,0,248
Winnipeg,1675,Queenston School,2018,0,17,9,27,18,20,24,21,22,0,0,0,0,0,0,158
Winnipeg,1547,R.B. Russell Vocational School,2018,0,0,0,0,0,0,0,0,0,0,0,65,80,70,174,389
Winnipeg,1363,Ralph Brown School,2018,0,24,25,31,27,29,36,25,31,0,1,0,0,0,0,229
Winnipeg,1459,River Elm School,2018,0,24,38,33,37,40,33,37,36,0,0,0,0,0,0,278
Winnipeg,1297,River Heights School,2018,0,0,0,0,0,0,0,0,0,217,263,0,0,0,0,480
Winnipeg,1846,Riverview School,2018,0,29,44,55,48,53,45,49,39,0,0,0,0,0,0,362
Winnipeg,1921,Robert H. Smith School,2018,0,32,47,47,52,53,66,59,69,0,0,0,0,0,0,425
Winnipeg,1720,Robertson School,2018,34,32,61,43,39,62,56,60,59,0,0,0,0,0,0,446
Winnipeg,1419,Rockwood School,2018,0,9,15,22,26,26,15,19,29,0,0,0,0,0,0,161
Winnipeg,1537,Sargent Park School,2018,0,44,55,40,47,55,55,59,54,124,119,118,0,0,0,770
Winnipeg,1134,Shaughnessy Park School,2018,5,40,50,47,49,51,46,52,50,46,49,0,0,0,0,485
Winnipeg,1646,Sisler High School,2018,31,0,0,0,0,0,0,0,0,0,0,321,450,519,550,1871
Winnipeg,2018,Sister MacNamara School,2018,0,58,63,63,47,45,52,40,45,0,0,0,0,0,0,413
Winnipeg,1606,St. John's High,2018,27,0,0,0,0,0,0,0,0,113,127,159,165,141,172,904
Winnipeg,1985,Stanley Knowles School,2018,0,47,67,75,67,82,76,93,99,228,208,0,0,0,0,1042
Winnipeg,1490,Strathcona School,2018,0,27,37,37,30,32,38,33,36,0,0,0,0,0,0,270
Winnipeg,1796,Tech-Vocational High,2018,13,0,0,0,0,0,0,0,0,0,0,90,353,335,487,1278
Winnipeg,1654,Tyndall Park Community School,2018,0,71,64,49,72,61,61,62,56,0,0,0,0,0,0,496
Winnipeg,1480,Victoria-Albert School,2018,0,39,63,59,57,42,56,59,54,0,0,0,0,0,0,429
Winnipeg,1251,Wellington School,2018,0,35,63,55,47,51,53,49,52,0,0,0,0,0,0,405
Winnipeg,1280,Weston School,2018,0,17,41,26,35,26,27,21,35,0,0,0,0,0,0,228
Winnipeg,1357,William Whyte School,2018,0,21,32,35,25,31,23,16,31,24,11,0,0,0,0,249
Winnipeg,1497,Winnipeg Adult Education Centre,2018,2,0,0,0,0,0,0,0,0,0,0,15,114,142,514,787
Winnipeg,1418,Wolseley School,2018,0,19,21,33,24,25,29,26,25,0,0,0,0,0,0,202
Whiteshell,1429,F. W. Gilbert School,2018,0,17,11,13,19,8,9,13,16,0,0,0,0,0,0,106
Whiteshell,1905,Pinawa Secondary School,2018,0,0,0,0,0,0,0,0,0,14,17,11,16,19,21,98
Beautiful Plains,2202,Acadia Colony School,2017,0,0,4,4,2,1,2,2,3,0,2,2,2,1,2,27
Beautiful Plains,1117,Brookdale School,2017,0,0,3,5,3,4,7,2,3,0,0,0,0,0,0,27
Beautiful Plains,1434,Carberry Collegiate,2017,0,0,0,0,0,0,0,36,37,36,41,46,53,48,41,338
Beautiful Plains,2098,Fairway Colony School,2017,0,0,3,2,0,2,0,2,3,1,3,2,0,1,0,19
Beautiful Plains,1292,Hazel M. Kellington School,2017,0,0,75,76,80,82,66,87,0,0,0,0,0,0,0,466
Beautiful Plains,1184,J. M. Young School,2017,0,0,2,10,5,7,2,4,3,4,0,0,0,0,0,37
Beautiful Plains,1573,Neepawa Area Collegiate,2017,0,0,0,0,0,0,0,0,100,75,98,88,82,82,84,609
Beautiful Plains,1645,R. J. Waugh Elementary,2017,0,0,36,38,41,35,38,0,0,0,0,0,0,0,0,188
Beautiful Plains,1574,Riverbend Colony School,2017,0,0,0,3,0,2,0,2,1,2,0,3,1,1,0,15
Beautiful Plains,1734,Riverside Colony School,2017,0,0,2,3,3,0,3,1,1,1,1,0,1,1,1,18
Beautiful Plains,2236,Rolling Acres School,2017,0,0,1,2,2,3,1,1,0,1,2,0,3,1,0,17
Beautiful Plains,1221,Spruce Woods School,2017,0,0,0,4,4,0,7,4,1,7,1,4,1,1,4,38
Beautiful Plains,2127,Twilight Colony School,2017,0,0,0,0,2,3,0,1,1,4,2,1,2,1,0,17
Beautiful Plains,1311,Willerton School,2017,0,0,1,7,5,3,4,7,2,4,3,2,4,2,4,48
Border Land,2086,Blue Clay Colony School,2017,0,0,2,1,2,2,0,0,1,2,0,3,2,5,2,22
Border Land,1730,École Elmwood School,2017,0,0,85,73,71,72,0,0,0,0,0,0,0,0,0,301
Border Land,1721,École Parkside School,2017,0,0,0,0,0,0,0,0,0,84,58,0,0,0,0,142
Border Land,1533,École West Park School,2017,0,0,0,0,0,0,58,60,63,0,0,0,0,0,0,181
Border Land,1177,Emerson Elementary,2017,0,0,8,12,9,8,10,10,12,7,1,0,0,0,0,77
Border Land,1380,Glenway Colony School,2017,0,0,0,3,1,1,1,2,0,2,2,2,3,3,2,22
Border Land,2290,Green Ridge School,2017,0,0,5,0,2,1,3,1,2,0,2,1,1,1,0,19
Border Land,1786,Gretna Elementary,2017,0,0,18,17,14,24,14,18,21,16,15,0,0,0,0,157
Border Land,2286,Horizon Colony School,2017,0,0,1,2,1,1,1,2,0,1,1,4,2,3,2,21
Border Land,2122,Pineland Colony School,2017,0,0,4,0,1,3,1,3,1,0,3,3,1,3,3,26
Border Land,2123,Ridgeville Colony School,2017,0,0,2,1,1,0,1,1,1,0,2,1,0,1,1,12
Border Land,1658,Roseau Valley School,2017,0,0,8,10,8,13,15,11,21,16,16,26,40,25,27,236
Border Land,1344,Rosenfeld Elementary,2017,0,0,18,9,8,13,9,11,15,0,0,0,0,0,0,83
Border Land,1059,Ross L. Gray School,2017,0,0,10,12,18,8,14,12,12,10,12,9,8,9,9,143
Border Land,1551,Shevchenko School,2017,0,0,22,19,29,24,25,27,23,23,24,32,21,29,26,324
Border Land,1778,W. C. Miller Collegiate,2017,0,0,0,0,0,0,0,0,0,0,0,97,89,109,101,396
Brandon,1901,Alexander School,2017,0,0,11,17,22,14,16,11,17,10,14,0,0,0,0,132
Brandon,1325,Betty Gibson School,2017,0,0,51,33,34,33,35,25,27,31,36,0,0,0,0,305
Brandon,1302,Crocus Plains Regional Secondary,2017,0,0,0,0,0,0,0,0,0,0,0,278,285,269,302,1134
Brandon,1371,Earl Oxford School,2017,0,0,44,41,54,32,43,33,29,40,36,0,0,0,0,352
Brandon,1449,École Harrison,2017,0,0,40,39,37,41,40,42,47,34,39,0,0,0,0,359
Brandon,1007,George Fitton School,2017,0,0,67,57,40,62,56,53,39,54,58,0,0,0,0,486
Brandon,1112,Green Acres School,2017,0,0,22,29,25,27,19,28,24,27,21,0,0,0,0,222
Brandon,1270,J. R. Reid School,2017,0,0,32,24,24,40,29,28,35,39,23,0,0,0,0,274
Brandon,1660,King George School,2017,0,0,42,42,28,21,34,30,33,46,52,0,0,0,0,328
Brandon,1987,Kirkcaldy Heights School,2017,0,0,37,45,39,46,33,47,41,39,48,0,0,0,0,375
Brandon,1631,Linden Lanes School,2017,0,0,59,44,35,42,48,50,43,43,46,0,0,0,0,410
Brandon,1706,Meadows School,2017,0,0,45,63,40,62,45,63,46,56,43,0,0,0,0,463
Brandon,1758,Neelin High,2017,35,0,0,0,0,0,0,0,0,0,0,134,135,156,291,751
Brandon,1215,New Era School,2017,0,0,63,59,48,51,48,47,62,49,46,0,0,0,0,473
Brandon,1845,O'Kelly School,2017,0,0,34,33,25,25,26,14,17,15,19,0,0,0,0,208
Brandon,1604,Riverheights School,2017,13,0,71,54,71,63,48,54,48,52,45,0,0,0,0,519
Brandon,1603,Riverview School,2017,0,0,31,44,24,33,28,28,28,0,0,0,0,0,0,216
Brandon,1037,Spring Valley Colony School,2017,0,0,2,3,2,7,0,4,1,4,4,4,2,1,2,36
Brandon,1593,St. Augustine School,2017,0,0,20,20,20,20,23,20,23,25,22,0,0,0,0,193
Brandon,1700,Valleyview Centennial School,2017,0,0,27,29,20,30,20,19,20,18,23,0,0,0,0,206
Brandon,1880,Vincent Massey High,2017,0,0,0,0,0,0,0,0,0,0,0,241,230,224,254,949
Brandon,2048,Waverly Park School,2017,0,0,47,40,42,42,51,57,43,50,42,0,0,0,0,414
D.S.F.M.,2255,Centre scolaire Léo-Rémillard,2017,0,0,0,0,0,0,0,0,0,0,0,82,91,90,85,348
D.S.F.M.,1287,Collège Louis-Riel,2017,0,0,0,0,0,0,0,0,0,48,70,105,91,102,100,516
D.S.F.M.,1332,École Christine-Lespérance,2017,0,0,63,64,49,70,46,63,50,43,58,0,0,0,0,506
D.S.F.M.,2078,École communautaire Aurèle-Lemoine,2017,0,0,6,11,3,9,8,4,8,5,3,5,6,4,4,76
D.S.F.M.,2147,École communautaire Gilbert-Rosset,2017,0,3,8,2,2,4,5,3,6,4,2,3,3,1,2,48
D.S.F.M.,2267,École communautaire La Voie Du Nord,2017,0,0,14,9,10,7,16,12,8,6,5,4,1,0,0,92
D.S.F.M.,1870,École communautaire Réal-Bérard,2017,0,0,29,31,27,16,23,24,14,17,17,22,19,17,18,274
D.S.F.M.,2091,École communautaire Saint-Georges,2017,0,2,4,4,7,1,6,6,5,2,4,1,4,0,4,50
D.S.F.M.,2104,École Jours de Plaine,2017,0,4,2,8,8,6,4,10,4,5,1,1,1,0,3,57
D.S.F.M.,2231,École La Source,2017,0,0,21,18,16,23,13,23,19,12,9,5,2,5,1,167
D.S.F.M.,1180,École Lacerte,2017,0,0,43,47,50,40,42,57,50,46,48,0,0,0,0,423
D.S.F.M.,1770,École Lagimodière,2017,0,0,18,21,30,17,20,25,25,16,18,0,0,0,0,190
D.S.F.M.,1204,École Noël-Ritchot,2017,0,0,27,24,32,33,31,20,33,29,17,0,0,0,0,246
D.S.F.M.,1648,École Pointe-Des-Chênes,2017,0,0,36,22,36,27,25,24,26,12,14,14,14,22,23,295
D.S.F.M.,1887,École Précieux-Sang,2017,0,0,50,56,45,51,46,44,34,27,27,0,0,0,0,380
D.S.F.M.,1671,École régionale Notre-Dame,2017,0,0,24,11,21,17,18,17,17,14,8,19,9,12,18,205
D.S.F.M.,1152,École régionale Saint-Jean-Baptiste,2017,0,0,5,7,7,7,8,8,14,7,9,8,4,3,13,100
D.S.F.M.,2211,École Roméo-Dallaire,2017,0,0,23,16,19,19,18,21,21,9,9,0,0,0,0,155
D.S.F.M.,1319,École Sainte-Agathe,2017,0,0,17,14,15,12,23,12,9,7,10,0,0,0,0,119
D.S.F.M.,1399,École Saint-Joachim,2017,0,0,37,30,29,30,33,32,38,27,21,31,17,18,26,369
D.S.F.M.,1350,École Saint-Lazare,2017,0,9,6,10,5,8,8,7,10,6,3,4,6,2,4,88
D.S.F.M.,1808,École Taché,2017,0,0,72,81,72,58,57,54,56,0,0,0,0,0,0,450
D.S.F.M.,1557,École/Coll. rég. Gabrielle-Roy,2017,0,16,24,26,16,29,26,20,22,23,25,72,53,70,66,488
Evergreen,1587,Arborg Collegiate,2017,0,0,0,0,0,0,0,0,0,0,0,21,33,27,27,108
Evergreen,1423,Arborg Early/Middle Years School,2017,0,0,34,23,22,16,26,22,30,28,26,0,0,0,0,227
Evergreen,1300,Dr. George Johnson Middle School,2017,0,0,0,0,0,0,0,42,37,52,48,0,0,0,0,179
Evergreen,1368,Gimli High School,2017,0,0,0,0,0,0,0,0,0,0,0,67,69,79,107,322
Evergreen,1857,Riverton Collegiate,2017,0,0,0,0,0,0,0,0,0,0,0,20,17,21,24,82
Evergreen,2133,Riverton Early Middle Years School,2017,0,0,16,12,15,15,17,22,17,18,22,0,0,0,0,154
Evergreen,2212,Sigurbjorg Stefansson Early School,2017,0,0,43,44,41,41,50,0,0,0,0,0,0,0,0,219
Evergreen,1601,Winnipeg Beach School,2017,0,0,15,23,17,15,18,20,13,16,15,0,0,0,0,152
Flin Flon,1178,École McIsaac School,2017,0,0,38,43,38,51,44,44,55,32,44,0,0,0,0,389
Flin Flon,1865,Hapnot Collegiate,2017,0,0,0,0,0,0,0,0,0,0,0,79,74,52,89,294
Flin Flon,2085,Many Faces Education Centre,2017,0,0,0,0,0,0,0,0,0,0,0,0,3,7,42,52
Flin Flon,1736,Ruth Betts Community School,2017,0,0,16,29,22,28,24,31,17,27,21,0,0,0,0,215
Fort La Bosse,2121,Boundary Lane Colony School,2017,0,0,2,3,3,0,1,0,1,1,0,1,0,0,0,12
Fort La Bosse,1476,Elkhorn School,2017,0,0,14,13,12,7,15,12,11,16,8,15,10,7,10,150
Fort La Bosse,1224,Goulter School,2017,0,0,27,34,40,32,27,0,0,0,0,0,0,0,0,160
Fort La Bosse,1672,Kola School,2017,0,0,0,4,3,1,7,1,3,4,6,0,0,0,0,29
Fort La Bosse,1902,Mary Montgomery School,2017,0,0,43,49,35,39,39,0,0,0,0,0,0,0,0,205
Fort La Bosse,1711,Oak Lake Community School,2017,0,0,12,11,12,19,8,15,10,10,8,0,0,0,0,105
Fort La Bosse,1313,Plainview Colony School,2017,0,5,4,4,5,2,4,4,7,0,3,3,1,1,0,43
Fort La Bosse,1427,Reston School,2017,0,0,15,20,15,19,18,18,11,11,10,17,14,11,11,190
Fort La Bosse,1043,Virden Collegiate,2017,0,0,0,0,0,0,0,0,0,0,0,72,81,85,80,318
Fort La Bosse,1567,Virden Junior High,2017,0,0,0,0,0,0,0,58,63,54,61,0,0,0,0,236
Frontier,1680,Berens River School,2017,0,28,35,34,34,33,30,31,29,22,26,28,7,0,0,337
Frontier,1408,Black River Anishinabe School,2017,0,19,21,15,20,21,17,14,15,19,12,17,7,0,0,197
Frontier,1522,Brochet School,2017,0,16,12,16,11,9,13,12,12,10,8,18,5,0,1,143
Frontier,1934,Chan Kagha Otina Dakota Wayawa Tipi Sch.,2017,0,14,15,13,14,13,3,8,13,6,9,9,8,7,14,146
Frontier,1031,Cold Lake School,2017,0,0,0,2,3,4,5,3,3,2,2,0,0,0,0,24
Frontier,1839,Cormorant Lake School,2017,0,6,4,5,13,4,7,10,4,8,6,5,10,0,3,85
Frontier,1595,Cranberry Portage Elementary,2017,0,10,7,8,10,12,7,7,7,8,9,0,0,0,0,85
Frontier,1008,D. R. Hamilton School,2017,1,7,8,13,14,16,17,15,3,10,6,4,1,0,0,115
Frontier,1788,Duck Bay School,2017,0,7,11,11,11,16,12,4,7,6,8,4,0,0,0,97
Frontier,1904,Duke of Marlborough School,2017,0,8,11,13,16,10,12,14,15,18,6,11,15,21,9,179
Frontier,1984,Falcon Beach School,2017,0,4,7,3,6,2,3,5,2,0,3,1,5,0,0,41
Frontier,1852,Frontier Collegiate Institute,2017,0,0,0,0,0,0,0,0,0,0,0,37,93,68,70,268
Frontier,1528,Frontier Mosakahiken School,2017,0,31,29,34,34,41,27,43,33,43,33,38,27,22,36,471
Frontier,1024,Gillam School,2017,0,23,19,24,25,20,31,24,28,20,24,23,14,23,14,312
Frontier,1278,Grand Rapids School,2017,0,38,34,39,27,35,30,28,25,20,24,24,23,19,19,385
Frontier,2021,Gypsumville School,2017,0,5,4,5,4,6,10,4,7,6,6,0,0,0,0,57
