School Division/Independent School,Code,School Name,Year,SE,Nursery,Kindergarten,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Total
Funded Independent,2117,H. B. Community School,2010,0,0,3,0,2,3,3,4,0,2,0,0,0,0,3,20
Funded Independent,1549,Holy Cross School,2010,0,0,22,24,24,25,30,31,19,36,46,0,0,0,0,257
Funded Independent,1653,Holy Ghost School,2010,0,0,16,30,29,21,29,25,28,25,28,0,0,0,0,231
Funded Independent,1523,Immaculate Heart Of Mary School,2010,0,12,16,26,20,22,25,23,25,28,27,0,0,0,0,224
Funded Independent,1274,Immanuel Christian School,2010,0,0,12,17,13,15,14,14,11,19,15,13,17,6,15,181
Funded Independent,2197,Kola Community School,2010,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4
Funded Independent,1998,Lakeside Christian School,2010,0,0,1,1,4,1,3,3,3,5,3,4,0,0,0,28
Funded Independent,1981,Linden Christian School,2010,0,0,44,58,68,61,77,65,72,77,77,72,73,68,67,879
Funded Independent,1101,Mennonite Brethren Collegiate Inst.,2010,0,0,0,0,0,0,0,0,52,78,81,101,105,92,97,606
Funded Independent,1345,Mennonite Collegiate Institute,2010,0,0,0,0,0,0,0,0,0,0,0,27,23,47,43,140
Funded Independent,2042,Montessori Learning Centres Inc.,2010,0,50,9,0,0,0,0,0,0,0,0,0,0,0,0,59
Funded Independent,1670,Morweena Christian School,2010,0,0,0,6,10,5,7,11,11,10,10,6,14,11,7,108
Funded Independent,2243,Northern Shield Academy,2010,0,0,0,0,0,10,8,9,7,6,9,7,4,13,10,83
Funded Independent,2105,Odanah Colony School,2010,0,0,2,2,2,4,2,4,0,6,0,0,2,1,2,27
Funded Independent,1997,Oholei Torah School,2010,0,0,4,2,2,0,3,1,2,0,2,0,0,0,0,16
Funded Independent,2144,Ohr Hatorah School,2010,0,26,5,0,0,0,0,0,0,0,0,0,0,0,0,31
Funded Independent,1241,Our Lady Of Victory School,2010,0,4,9,15,16,8,12,15,17,15,15,0,0,0,0,126
Funded Independent,1407,Pine Creek School,2010,0,0,1,4,1,2,1,0,4,0,1,1,1,0,0,16
Funded Independent,1304,Red River Valley Junior Academy,2010,0,7,7,10,8,8,9,3,13,8,10,5,4,0,0,92
Funded Independent,2219,Silverwinds School,2010,0,0,3,3,2,0,3,2,0,0,2,0,2,0,3,20
Funded Independent,1942,Springs Christian Academy,2010,0,0,46,30,38,43,35,35,35,44,38,47,35,37,36,499
Funded Independent,2109,St. Aidan's Christian School,2010,0,0,0,0,0,0,0,4,8,5,6,0,0,0,0,23
Funded Independent,1087,St. Alphonsus School,2010,0,0,22,22,26,25,26,24,24,24,20,0,0,0,0,213
Funded Independent,1257,St. Boniface Diocesan High School,2010,0,0,0,0,0,0,0,0,0,0,0,65,60,60,37,222
Funded Independent,1244,St. Charles Interparochial School,2010,0,0,29,27,30,32,31,24,25,17,19,0,0,0,0,234
Funded Independent,1430,St. Edward's School,2010,0,0,29,28,29,31,31,30,30,0,0,0,0,0,0,208
Funded Independent,1791,St. Emile School,2010,0,0,26,26,20,21,22,27,28,29,26,0,0,0,0,225
Funded Independent,1562,St. Gerard School,2010,0,14,24,18,19,17,21,25,24,22,19,0,0,0,0,203
Funded Independent,1829,St. Ignatius School,2010,0,12,24,20,28,29,30,25,26,30,28,0,0,0,0,252
Funded Independent,1729,St. John Brebeuf School,2010,0,0,40,19,33,26,25,46,25,24,30,0,0,0,0,268
Funded Independent,1155,St. John's-Ravenscourt School,2010,0,0,36,37,40,40,42,44,67,78,79,87,90,102,94,836
Funded Independent,1756,St. Joseph The Worker School,2010,0,0,13,19,10,12,8,12,6,0,0,0,0,0,0,80
Funded Independent,1478,St. Mary's Academy,2010,0,0,0,0,0,0,0,0,0,75,73,108,121,109,119,605
Funded Independent,1232,St. Maurice School,2010,0,0,58,54,48,53,58,48,51,53,44,49,41,44,34,635
Funded Independent,1832,St. Paul's High School,2010,0,0,0,0,0,0,0,0,0,0,0,152,143,153,136,584
Funded Independent,1453,Steinbach Christian School,2010,0,0,0,0,0,0,0,10,10,27,26,46,34,48,30,231
Funded Independent,1962,The King's School,2010,0,0,21,23,24,25,26,24,31,30,29,28,27,14,14,316
Funded Independent,1980,The Laureate Academy,2010,0,0,1,0,0,4,4,5,9,4,4,12,10,7,11,71
Funded Independent,1690,University Of Winnipeg Collegiate,2010,0,0,0,0,0,0,0,0,0,0,0,43,89,132,417,681
Funded Independent,1285,Westgate Mennonite Collegiate,2010,0,0,0,0,0,0,0,0,0,52,52,70,48,70,52,344
Funded Independent,1983,Westpark School,2010,0,15,10,18,18,14,19,14,18,18,18,21,19,12,15,229
Funded Independent,1988,Wingham HB School,2010,0,0,2,2,2,2,2,1,1,2,2,0,1,0,2,19
Funded Independent,1242,Winnipeg Mennonite Elementary,2010,0,0,34,46,44,45,45,45,51,34,25,0,0,0,0,369
Funded Independent,1961,Winnipeg South Academy,2010,0,167,38,8,8,7,1,0,0,0,0,0,0,0,0,229
Non-funded Independent,1580,Airport Colony School,2010,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,18
Non-funded Independent,2268,Casa Montessori And Orff School,2010,0,0,0,10,7,0,0,0,0,0,0,0,0,0,0,17
Non-funded Independent,2220,Christ Full Gospel Academy,2010,0,0,0,0,1,3,2,1,6,2,1,0,0,0,0,16
Non-funded Independent,1996,Christian Faith Academy,2010,0,0,0,1,0,1,1,3,0,2,1,2,0,2,0,13
Non-funded Independent,2237,Church Of God Sunrise Academy,2010,0,0,3,3,2,0,2,2,3,1,3,2,1,0,2,24
Non-funded Independent,1526,Country View School,2010,0,0,0,2,5,0,3,6,2,2,2,4,0,0,0,26
Non-funded Independent,2150,Edrans Christian School,2010,0,0,1,2,2,0,2,3,6,1,3,3,2,1,4,30
Non-funded Independent,2108,Grace Valley Mennonite Academy,2010,0,0,0,5,4,6,5,3,5,4,3,4,4,5,2,50
Non-funded Independent,1176,Greenland School,2010,0,0,0,5,16,9,8,13,7,12,8,10,0,0,0,88
Non-funded Independent,2228,Hodgson Christian School,2010,0,0,0,1,1,1,3,2,3,4,2,2,0,0,0,19
Non-funded Independent,1236,Interlake Mennonite Fellowship Sch.,2010,0,0,0,10,12,8,11,7,12,10,5,11,6,0,0,92
Non-funded Independent,2273,Lightfield Mennonite School,2010,1,0,0,1,4,2,1,2,2,3,2,3,1,0,0,22
Non-funded Independent,2145,Lighthouse Christian School,2010,0,0,2,2,3,2,3,1,5,1,3,1,3,1,4,31
Non-funded Independent,2057,Mennonite Christian Academy,2010,0,0,4,2,4,5,2,1,4,2,1,3,3,1,3,35
Non-funded Independent,1110,Milltown Academy,2010,0,0,4,0,2,1,0,4,0,0,3,4,0,1,0,19
Non-funded Independent,1931,New Hope Christian School,2010,0,0,0,2,2,3,0,2,1,3,0,1,1,0,2,17
Non-funded Independent,2272,New Life Fellowship School,2010,0,0,0,3,0,4,1,5,1,0,0,0,0,0,0,14
Non-funded Independent,1086,Parkland Christian School,2010,0,0,0,1,2,2,3,3,5,4,3,3,0,0,0,26
Non-funded Independent,2199,Pine River School,2010,0,0,0,4,1,3,0,0,1,0,1,2,0,0,0,12
Non-funded Independent,1362,Poplar Point Colony School Inc.,2010,0,0,1,1,2,1,2,4,2,2,3,2,1,2,4,27
Non-funded Independent,1095,Prairie Mennonite School,2010,0,0,0,7,5,5,5,6,4,6,5,1,2,1,1,48
Non-funded Independent,1534,Prairie View School,2010,0,0,0,6,9,5,5,8,6,4,5,6,0,0,0,54
Non-funded Independent,1401,Riverdale School,2010,0,0,0,7,3,4,7,1,4,3,2,3,0,0,0,34
Non-funded Independent,1463,Riverside School,2010,0,0,0,4,3,4,1,5,4,4,2,3,0,0,0,30
Non-funded Independent,1416,Rock Lake School,2010,0,0,0,6,6,5,8,4,6,8,5,4,0,0,0,52
Non-funded Independent,1899,Shady Oak Christian School,2010,0,0,0,4,7,3,5,1,3,4,1,3,0,0,0,31
Non-funded Independent,2246,Solid Rock Ministries Christian School,2010,0,0,0,3,4,2,2,5,3,2,3,2,3,1,1,31
Non-funded Independent,1126,Stony Creek School,2010,0,0,0,1,2,0,2,0,3,3,4,2,0,0,0,17
Non-funded Independent,2128,Sunflower Valley Christian School,2010,0,0,0,2,6,4,4,5,7,2,4,6,0,0,0,40
Non-funded Independent,2247,Twelve Tribes School,2010,0,0,0,5,1,3,4,5,3,0,1,1,1,0,0,24
Non-funded Independent,2146,Twin Rivers Country School,2010,0,0,3,3,1,3,5,3,2,6,1,0,0,0,0,27
Non-funded Independent,2056,Valley Mennonite Academy,2010,0,0,4,4,4,5,5,3,6,4,3,8,3,8,3,60
Non-funded Independent,1454,Wild Rose School,2010,0,0,0,2,2,7,4,5,1,1,4,0,0,0,0,26
Non-funded Independent,1599,Willow Grove School,2010,0,0,3,3,6,5,4,3,0,3,0,0,0,0,0,27
Non-funded Independent,2093,Winnipeg Montessori School Inc.,2010,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,22
Funded Independent,2221,Académie Islamique Du Manitoba,2009,0,0,7,1,3,4,0,0,1,1,1,0,0,0,0,18
Funded Independent,2114,Alhijra Islamic School,2009,0,0,24,25,23,27,20,17,15,15,12,12,0,0,0,190
Funded Independent,1733,Austin Christian Academy,2009,0,0,7,8,4,3,4,3,2,4,8,4,7,5,3,62
Funded Independent,1536,Balmoral Hall School,2009,0,0,14,14,26,20,22,18,14,36,35,46,27,49,68,389
Funded Independent,2102,Beautiful Savior Lutheran School,2009,0,84,13,23,13,7,11,8,6,10,9,0,0,0,0,184
Funded Independent,1077,Calvin Christian School,2009,0,0,29,43,36,38,46,57,38,47,46,46,44,27,32,529
Funded Independent,2055,Cartwright Community Independent Sch.,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12
Funded Independent,1861,Children's House,2009,0,38,14,0,0,0,0,0,0,0,0,0,0,0,0,52
Funded Independent,1482,Christ The King School,2009,0,0,24,24,26,24,25,22,23,23,15,0,0,0,0,206
Funded Independent,1148,Christian Heritage School,2009,0,0,15,7,17,9,10,10,10,13,9,0,0,0,0,100
Funded Independent,1239,Community Bible Fellowship Christian,2009,0,0,5,2,2,7,5,4,3,2,6,0,0,0,0,36
Funded Independent,1157,Dufferin Christian School,2009,0,0,16,17,14,16,13,10,16,20,15,17,22,19,17,212
Funded Independent,1315,Faith Academy,2009,0,0,32,35,44,33,37,44,41,46,56,44,36,27,32,507
Funded Independent,2230,Gray Academy Of Jewish Education,2009,0,0,31,35,51,46,45,42,29,35,46,41,47,35,37,520
Funded Independent,2151,Green Acres Colony High School,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13
Funded Independent,2117,H. B. Community School,2009,0,0,1,1,3,3,3,1,2,0,0,0,1,2,0,17
Funded Independent,1549,Holy Cross School,2009,0,0,23,26,22,29,32,16,25,39,53,0,0,0,0,265
Funded Independent,1653,Holy Ghost School,2009,0,0,30,30,19,29,27,28,27,28,28,0,0,0,0,246
Funded Independent,1523,Immaculate Heart Of Mary School,2009,0,14,22,18,23,24,20,24,27,25,23,0,0,0,0,220
Funded Independent,1274,Immanuel Christian School,2009,0,0,17,14,15,14,13,13,16,15,12,19,5,16,22,191
Funded Independent,2197,Kola Community School,2009,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6
Funded Independent,1998,Lakeside Christian School,2009,0,0,1,4,2,2,4,5,7,7,6,3,0,0,0,41
Funded Independent,1981,Linden Christian School,2009,0,0,52,60,54,70,67,70,64,78,70,80,72,64,73,874
Funded Independent,1101,Mennonite Brethren Collegiate Inst.,2009,0,0,0,0,0,0,0,0,51,81,82,104,95,100,65,578
Funded Independent,1345,Mennonite Collegiate Institute,2009,0,0,0,0,0,0,0,0,0,0,0,23,42,43,49,157
Funded Independent,2042,Montessori Learning Centres Inc.,2009,0,48,12,0,0,0,0,0,0,0,0,0,0,0,0,60
Funded Independent,1670,Morweena Christian School,2009,0,0,3,9,1,7,11,11,8,9,4,12,11,7,10,103
Funded Independent,2243,Northern Shield Academy,2009,0,0,0,0,0,8,8,6,6,9,7,4,13,10,8,79
Funded Independent,2105,Odanah Colony School,2009,0,0,2,2,4,2,4,0,6,0,0,2,1,2,5,30
Funded Independent,1997,Oholei Torah School,2009,0,0,0,2,0,3,1,2,0,2,0,0,0,0,0,10
Funded Independent,2144,Ohr Hatorah School,2009,0,27,4,0,0,0,0,0,0,0,0,0,0,0,0,31
Funded Independent,1241,Our Lady Of Victory School,2009,0,5,18,11,5,11,16,16,14,14,10,0,0,0,0,120
Funded Independent,1407,Pine Creek School,2009,0,0,4,1,2,1,0,4,0,1,1,1,0,0,0,15
Funded Independent,1304,Red River Valley Junior Academy,2009,0,2,8,7,9,8,4,12,7,12,6,8,13,0,0,96
Funded Independent,2219,Silverwinds School,2009,0,0,3,2,0,3,2,0,0,2,0,2,0,2,2,18
Funded Independent,1942,Springs Christian Academy,2009,0,0,32,36,42,33,35,36,41,39,48,35,44,37,46,504
Funded Independent,2109,St. Aidan's Christian School,2009,0,0,0,0,0,0,0,2,7,7,8,0,0,0,0,24
Funded Independent,1087,St. Alphonsus School,2009,0,0,19,25,25,26,23,27,23,22,28,0,0,0,0,218
Funded Independent,1257,St. Boniface Diocesan High School,2009,0,0,0,0,0,0,0,0,0,0,0,70,67,42,41,220
Funded Independent,1244,St. Charles Interparochial School,2009,0,0,31,36,33,29,27,26,24,20,8,0,0,0,0,234
Funded Independent,1430,St. Edward's School,2009,0,0,28,28,30,30,30,30,28,0,0,0,0,0,0,204
Funded Independent,1791,St. Emile School,2009,0,0,27,19,21,22,22,28,27,24,30,0,0,0,0,220
Funded Independent,1562,St. Gerard School,2009,0,11,14,20,15,19,23,25,24,20,16,0,0,0,0,187
Funded Independent,1829,St. Ignatius School,2009,0,8,15,26,25,30,26,27,30,31,27,0,0,0,0,245
Funded Independent,1729,St. John Brebeuf School,2009,0,0,17,31,26,24,44,28,30,30,25,0,0,0,0,255
Funded Independent,1155,St. John's-Ravenscourt School,2009,0,0,33,40,39,40,42,44,74,75,81,83,102,94,83,830
Funded Independent,1756,St. Joseph The Worker School,2009,0,0,16,11,13,7,15,6,8,0,0,0,0,0,0,76
Funded Independent,1478,St. Mary's Academy,2009,0,0,0,0,0,0,0,0,0,71,78,125,109,119,101,603
Funded Independent,1232,St. Maurice School,2009,0,0,59,43,50,55,48,55,50,51,44,42,44,35,44,620
Funded Independent,1832,St. Paul's High School,2009,0,0,0,0,0,0,0,0,0,0,0,146,156,144,145,591
Funded Independent,1453,Steinbach Christian School,2009,0,0,0,0,0,0,0,0,0,26,42,27,44,31,39,209
Funded Independent,1962,The King's School,2009,0,0,18,30,22,27,27,26,28,32,27,28,16,16,13,310
Funded Independent,1980,The Laureate Academy,2009,0,0,0,0,4,3,3,6,7,2,13,7,9,11,5,70
Funded Independent,1690,University Of Winnipeg Collegiate,2009,0,0,0,0,0,0,0,0,0,0,0,47,79,123,379,628
Funded Independent,1285,Westgate Mennonite Collegiate,2009,0,0,0,0,0,0,0,0,0,51,55,55,55,63,53,332
Funded Independent,1983,Westpark School,2009,0,12,18,16,15,22,14,17,22,21,17,21,13,14,9,231
Funded Independent,1988,Wingham HB School,2009,0,0,2,2,2,2,1,1,2,2,0,1,0,2,3,20
Funded Independent,1242,Winnipeg Mennonite Elementary,2009,0,0,37,39,42,46,41,58,57,25,31,0,0,0,0,376
Funded Independent,1961,Winnipeg South Academy,2009,0,173,33,14,8,3,2,0,0,0,0,0,0,0,0,233
Non-funded Independent,1580,Airport Colony School,2009,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Non-funded Independent,2268,Casa Montessori And Orff School,2009,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,9
Non-funded Independent,2220,Christ Full Gospel Academy,2009,0,0,0,0,3,2,1,4,2,1,0,0,0,0,0,13
Non-funded Independent,1996,Christian Faith Academy,2009,0,0,0,0,1,1,3,0,2,1,2,0,2,0,0,12
Non-funded Independent,2237,Church Of God Sunrise Academy,2009,0,0,3,2,1,3,1,3,1,3,2,1,1,1,2,24
Non-funded Independent,1526,Country View School,2009,0,0,0,5,0,3,6,2,2,3,3,7,0,0,0,31
Non-funded Independent,2150,Edrans Christian School,2009,0,0,1,1,0,2,2,6,1,3,3,2,1,4,1,27
Non-funded Independent,2108,Grace Valley Mennonite Academy,2009,0,0,0,4,3,2,3,3,5,0,5,3,5,3,1,37
Non-funded Independent,1176,Greenland School,2009,0,0,0,15,9,9,13,7,12,8,10,7,0,0,0,90
Non-funded Independent,2228,Hodgson Christian School,2009,0,0,0,1,1,1,1,2,4,8,1,2,3,0,1,25
Non-funded Independent,1236,Interlake Mennonite Fellowship Sch.,2009,0,0,0,12,5,7,12,13,10,7,12,5,6,2,0,91
Non-funded Independent,2145,Lighthouse Christian School,2009,0,0,1,3,2,3,1,5,2,3,0,4,1,4,2,31
Non-funded Independent,2057,Mennonite Christian Academy,2009,0,0,1,2,2,0,1,2,1,2,2,3,3,0,0,19
Non-funded Independent,1110,Milltown Academy,2009,0,0,3,0,1,3,1,0,3,0,4,1,1,0,1,18
Non-funded Independent,1086,Parkland Christian School,2009,0,0,0,2,3,2,3,5,4,3,3,4,0,0,0,29
Non-funded Independent,2199,Pine River School,2009,0,0,0,1,3,0,0,1,1,0,2,1,0,0,0,9
Non-funded Independent,1362,Poplar Point Colony School Inc.,2009,0,0,1,2,1,2,4,2,2,3,2,1,2,4,2,28
Non-funded Independent,1095,Prairie Mennonite School,2009,0,0,0,9,6,10,6,5,5,7,3,5,2,1,1,60
Non-funded Independent,1534,Prairie View School,2009,0,0,0,8,5,5,8,5,4,5,6,3,0,0,0,49
Non-funded Independent,1401,Riverdale School,2009,0,0,0,2,3,6,1,3,3,2,3,2,0,0,0,25
Non-funded Independent,1463,Riverside School,2009,0,0,0,3,4,1,5,5,3,2,3,6,0,0,0,32
Non-funded Independent,1416,Rock Lake School,2009,1,0,0,5,5,8,4,6,8,4,4,3,0,0,0,48
Non-funded Independent,1899,Shady Oak Christian School,2009,0,0,0,6,3,4,1,3,3,1,4,2,0,0,0,27
Non-funded Independent,2246,Solid Rock Ministries Christian School,2009,0,0,3,4,2,2,5,2,2,3,2,1,2,3,0,31
Non-funded Independent,1126,Stony Creek School,2009,0,0,0,2,0,2,0,3,3,4,2,3,0,0,0,19
Non-funded Independent,2128,Sunflower Valley Christian School,2009,0,0,0,6,4,5,6,6,3,4,5,0,0,0,0,39
Non-funded Independent,2146,Twin Rivers Country School,2009,0,0,0,1,3,5,3,2,6,1,0,4,0,0,0,25
Non-funded Independent,2056,Valley Mennonite Academy,2009,0,0,0,6,6,8,7,10,8,7,11,7,8,7,3,88
Non-funded Independent,2093,Winnipeg Montessori School Inc.,2009,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,16
Funded Independent,2221,Académie Islamique Du Manitoba,2008,0,0,0,4,2,0,0,0,2,0,0,0,0,0,0,8
Funded Independent,2114,Alhijra Islamic School,2008,0,0,24,25,28,24,20,21,20,17,17,0,0,0,0,196
Funded Independent,1733,Austin Christian Academy,2008,0,0,3,2,3,4,2,1,3,7,5,6,5,3,1,45
Funded Independent,1536,Balmoral Hall School,2008,0,0,18,26,20,22,20,19,27,28,44,29,52,69,47,421
Funded Independent,2102,Beautiful Savior Lutheran School,2008,0,92,25,13,7,11,9,7,9,9,2,0,0,0,0,184
Funded Independent,1077,Calvin Christian School,2008,0,0,46,37,38,47,56,41,53,45,47,50,37,31,31,559
Funded Independent,2055,Cartwright Community Independent Sch.,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
Funded Independent,1861,Children's House,2008,0,49,8,0,0,0,0,0,0,0,0,0,0,0,0,57
Funded Independent,1482,Christ The King School,2008,0,0,21,26,23,23,22,27,25,17,15,0,0,0,0,199
Funded Independent,1148,Christian Heritage School,2008,0,0,10,15,9,7,7,9,10,10,8,0,0,0,0,85
Funded Independent,1239,Community Bible Fellowship Christian,2008,0,0,2,0,6,4,4,3,3,6,2,1,0,0,0,31
Funded Independent,1157,Dufferin Christian School,2008,0,0,16,14,16,12,10,17,20,15,18,22,20,16,17,213
Funded Independent,1315,Faith Academy,2008,0,0,35,35,39,32,46,44,47,55,49,37,30,31,23,503
Funded Independent,2230,Gray Academy Of Jewish Education,2008,0,0,36,50,40,46,45,29,31,47,42,50,37,37,43,533
Funded Independent,2151,Green Acres Colony High School,2008,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7,14
Funded Independent,2117,H. B. Community School,2008,0,0,1,3,3,3,1,2,0,0,0,1,2,0,3,19
Funded Independent,1549,Holy Cross School,2008,0,0,25,21,24,34,15,26,16,49,56,0,0,0,0,266
Funded Independent,1653,Holy Ghost School,2008,0,0,28,17,26,27,28,26,27,28,28,0,0,0,0,235
Funded Independent,1523,Immaculate Heart Of Mary School,2008,0,17,15,22,23,22,24,28,27,23,26,0,0,0,0,227
Funded Independent,1274,Immanuel Christian School,2008,0,0,15,15,14,14,13,16,15,13,19,5,15,22,12,188
Funded Independent,2197,Kola Community School,2008,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5
Funded Independent,1998,Lakeside Christian School,2008,0,0,4,1,2,2,5,8,6,7,3,1,1,0,0,40
Funded Independent,1981,Linden Christian School,2008,0,0,58,55,67,58,67,60,74,72,75,75,59,73,52,845
Funded Independent,1101,Mennonite Brethren Collegiate Inst.,2008,0,0,0,0,0,0,0,0,52,81,79,108,94,80,69,563
Funded Independent,1345,Mennonite Collegiate Institute,2008,0,0,0,0,0,0,0,0,0,0,0,28,37,43,44,152
Funded Independent,1228,Mennville Christian School,2008,0,0,0,1,5,0,4,5,4,3,5,0,0,0,0,27
Funded Independent,2042,Montessori Learning Centres Inc.,2008,0,49,10,0,0,0,0,0,0,0,0,0,0,0,0,59
Funded Independent,2243,Northern Shield Academy,2008,0,0,0,0,0,0,0,4,8,7,4,13,10,8,7,61
Funded Independent,2105,Odanah Colony School,2008,0,0,2,4,2,4,0,6,0,0,2,1,2,5,1,29
Funded Independent,1997,Oholei Torah School,2008,0,0,0,0,3,1,2,0,2,0,0,0,0,0,0,8
Funded Independent,2144,Ohr Hatorah School,2008,0,39,3,4,2,1,2,0,0,0,0,0,0,0,0,51
Funded Independent,1241,Our Lady Of Victory School,2008,0,4,15,4,12,18,17,9,16,8,8,0,0,0,0,111
Funded Independent,1407,Pine Creek School,2008,0,0,1,2,1,1,3,0,1,1,1,0,0,1,0,12
Funded Independent,1304,Red River Valley Junior Academy,2008,0,2,7,7,7,3,10,4,11,5,7,12,9,0,0,84
Funded Independent,2219,Silverwinds School,2008,0,0,2,1,2,2,0,0,2,0,2,0,2,0,7,20
Funded Independent,1942,Springs Christian Academy,2008,0,0,36,42,34,37,33,43,35,49,33,37,39,47,51,516
Funded Independent,2109,St. Aidan's Christian School,2008,0,0,0,0,0,0,0,3,5,6,10,0,0,0,0,24
Funded Independent,1087,St. Alphonsus School,2008,0,0,22,25,26,22,27,22,21,26,20,0,0,0,0,211
Funded Independent,1257,St. Boniface Diocesan High School,2008,0,0,0,0,0,0,0,0,0,0,0,74,49,46,26,195
Funded Independent,1244,St. Charles Interparochial School,2008,0,0,34,33,28,26,26,25,27,11,10,0,0,0,0,220
Funded Independent,1430,St. Edward's School,2008,0,0,24,29,29,30,31,27,27,0,0,0,0,0,0,197
Funded Independent,1791,St. Emile School,2008,0,0,16,22,21,17,29,30,23,30,25,0,0,0,0,213
Funded Independent,1562,St. Gerard School,2008,0,10,22,14,20,23,26,26,23,19,18,0,0,0,0,201
Funded Independent,1829,St. Ignatius School,2008,0,0,23,22,27,26,26,28,31,28,24,0,0,0,0,235
Funded Independent,1729,St. John Brebeuf School,2008,0,0,29,22,25,44,27,31,30,23,23,0,0,0,0,254
Funded Independent,1155,St. John's-Ravenscourt School,2008,0,0,36,38,38,40,40,40,70,76,78,88,86,85,91,806
Funded Independent,1756,St. Joseph The Worker School,2008,0,0,13,15,10,13,10,14,16,0,0,0,0,0,0,91
Funded Independent,1478,St. Mary's Academy,2008,0,0,0,0,0,0,0,0,0,77,75,110,125,102,104,593
Funded Independent,1232,St. Maurice School,2008,0,0,43,49,53,47,55,49,51,46,42,46,44,46,51,622
Funded Independent,1832,St. Paul's High School,2008,0,0,0,0,0,0,0,0,0,0,0,150,150,150,137,587
Funded Independent,1453,Steinbach Christian School,2008,0,0,0,0,0,0,0,0,0,37,26,49,30,39,58,239
Funded Independent,1962,The King's School,2008,0,0,23,17,18,18,26,28,26,24,26,21,20,14,11,272
Funded Independent,1980,The Laureate Academy,2008,0,0,0,2,2,2,4,4,4,8,6,7,9,5,9,62
Funded Independent,1690,University Of Winnipeg Collegiate,2008,0,0,0,0,0,0,0,0,0,0,0,42,78,120,370,610
Funded Independent,1285,Westgate Mennonite Collegiate,2008,0,0,0,0,0,0,0,0,0,52,54,56,54,56,51,323
Funded Independent,1983,Westpark School,2008,0,11,15,18,17,15,18,19,19,18,25,25,24,14,11,249
Funded Independent,1988,Wingham HB School,2008,0,0,2,2,2,1,1,2,2,0,1,0,2,2,3,20
Funded Independent,1242,Winnipeg Mennonite Elementary,2008,0,0,35,42,44,45,54,60,48,36,13,0,0,0,0,377
Funded Independent,1961,Winnipeg South Academy,2008,0,139,28,10,4,3,0,0,0,0,0,0,0,0,0,184
Non-funded Independent,1580,Airport Colony School,2008,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,17
Non-funded Independent,1406,Austin Mennonite School,2008,0,0,0,4,1,1,2,4,3,0,1,2,1,1,1,21
Non-funded Independent,2220,Christ Full Gospel Academy,2008,0,0,0,3,2,2,2,5,1,0,0,0,0,0,0,15
Non-funded Independent,1996,Christian Faith Academy,2008,0,0,0,1,1,3,0,2,1,2,0,2,0,0,1,13
Non-funded Independent,2237,Church Of God Sunrise Academy,2008,0,0,2,0,3,1,3,1,3,2,1,1,1,2,3,23
Non-funded Independent,1526,Country View School,2008,0,0,0,0,3,6,2,2,3,3,7,0,0,0,0,26
Non-funded Independent,2150,Edrans Christian School,2008,0,0,1,0,2,2,5,2,3,3,2,1,4,1,1,27
Non-funded Independent,2000,Grace Christian Academy,2008,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
Non-funded Independent,2108,Grace Valley Mennonite Academy,2008,0,0,0,3,1,2,1,6,0,4,3,6,3,2,1,32
Non-funded Independent,1176,Greenland School,2008,0,0,0,9,21,19,18,16,0,0,0,0,0,0,0,83
Non-funded Independent,2228,Hodgson Christian School,2008,0,0,0,0,0,0,4,2,1,1,0,0,5,1,0,14
Non-funded Independent,2263,Hosanna Christian School,2008,0,0,0,4,2,3,1,0,0,0,0,0,0,0,0,10
